org,repo,pr_number,step,input_tokens,output_tokens,tier_used,dollars
heliosdrift,commerce-platform,1020,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1020,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1020,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1021,plan,1964,916,base,0.019632
heliosdrift,commerce-platform,1021,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1021,synthesize_diff,3156,2024,base,0.039828
heliosdrift,commerce-platform,1021,review,2304,1458,base,0.028782
heliosdrift,commerce-platform,1021,apply_fixes,2728,1818,base,0.035454
heliosdrift,commerce-platform,1021,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1032,plan,2098,1012,base,0.021474
heliosdrift,commerce-platform,1032,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1032,synthesize_diff,3246,2044,base,0.040398
heliosdrift,commerce-platform,1032,review,2364,1506,base,0.029682
heliosdrift,commerce-platform,1032,apply_fixes,2802,1834,base,0.035916
heliosdrift,commerce-platform,1032,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1052,plan,2957,1510,base,0.031521
heliosdrift,commerce-platform,1052,select_tools,910,240,base,0.00633
heliosdrift,commerce-platform,1052,synthesize_diff,3864,2136,base,0.043632
heliosdrift,commerce-platform,1052,review,2776,1754,base,0.034638
heliosdrift,commerce-platform,1052,apply_fixes,3313,1908,base,0.038559
heliosdrift,commerce-platform,1052,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1044,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1044,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1044,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1044,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1044,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1044,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1075,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1075,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1075,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1075,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1075,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1075,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1074,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1074,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1074,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1074,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1074,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1074,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1093,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1093,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1093,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1093,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1093,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1093,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1079,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1079,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1079,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1079,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1079,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1079,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1095,plan,2526,1240,base,0.026178
heliosdrift,commerce-platform,1095,select_tools,870,240,base,0.00621
heliosdrift,commerce-platform,1095,synthesize_diff,3546,2084,base,0.041898
heliosdrift,commerce-platform,1095,review,2564,1620,base,0.031992
heliosdrift,commerce-platform,1095,apply_fixes,3050,1866,base,0.03714
heliosdrift,commerce-platform,1095,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1073,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1073,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1073,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1073,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1073,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1073,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1098,plan,2363,1150,base,0.024339
heliosdrift,commerce-platform,1098,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,1098,synthesize_diff,3402,2068,base,0.041226
heliosdrift,commerce-platform,1098,review,2468,1574,base,0.031014
heliosdrift,commerce-platform,1098,apply_fixes,2931,1854,base,0.036603
heliosdrift,commerce-platform,1098,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1099,plan,2098,1012,base,0.021474
heliosdrift,commerce-platform,1099,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1099,synthesize_diff,3246,2044,base,0.040398
heliosdrift,commerce-platform,1099,review,2364,1506,base,0.029682
heliosdrift,commerce-platform,1099,apply_fixes,2802,1834,base,0.035916
heliosdrift,commerce-platform,1099,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1097,plan,2231,1082,base,0.022923
heliosdrift,commerce-platform,1097,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,1097,synthesize_diff,3324,2056,base,0.040812
heliosdrift,commerce-platform,1097,review,2416,1540,base,0.030348
heliosdrift,commerce-platform,1097,apply_fixes,2867,1844,base,0.036261
heliosdrift,commerce-platform,1097,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1102,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1102,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1102,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1102,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1102,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1102,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1111,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1111,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1111,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1111,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1111,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1111,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1125,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1125,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1125,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1125,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1125,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1125,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1114,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1114,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1114,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1114,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1114,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1114,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1146,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,1146,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1146,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,1146,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1146,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1146,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1147,plan,1932,868,base,0.018816
heliosdrift,commerce-platform,1147,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1147,synthesize_diff,3078,2012,base,0.039414
heliosdrift,commerce-platform,1147,review,2252,1434,base,0.028266
heliosdrift,commerce-platform,1147,apply_fixes,2664,1808,base,0.035112
heliosdrift,commerce-platform,1147,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1113,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1113,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1113,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1113,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1113,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1113,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1161,plan,2230,1068,base,0.02271
heliosdrift,commerce-platform,1161,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,1161,synthesize_diff,3318,2052,base,0.040734
heliosdrift,commerce-platform,1161,review,2412,1534,base,0.030246
heliosdrift,commerce-platform,1161,apply_fixes,2862,1840,base,0.036186
heliosdrift,commerce-platform,1161,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1170,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,1170,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1170,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,1170,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,1170,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,1170,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1172,plan,2066,964,base,0.020658
heliosdrift,commerce-platform,1172,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1172,synthesize_diff,3168,2032,base,0.039984
heliosdrift,commerce-platform,1172,review,2312,1482,base,0.029166
heliosdrift,commerce-platform,1172,apply_fixes,2738,1824,base,0.035574
heliosdrift,commerce-platform,1172,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1152,plan,2362,1136,base,0.024126
heliosdrift,commerce-platform,1152,select_tools,850,240,base,0.00615
heliosdrift,commerce-platform,1152,synthesize_diff,3396,2064,base,0.041148
heliosdrift,commerce-platform,1152,review,2464,1568,base,0.030912
heliosdrift,commerce-platform,1152,apply_fixes,2926,1850,base,0.036528
heliosdrift,commerce-platform,1152,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1189,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1189,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1189,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1189,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1189,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1189,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1212,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1212,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1212,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1212,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1212,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1212,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1158,plan,1934,896,base,0.019242
heliosdrift,commerce-platform,1158,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1158,synthesize_diff,3090,2020,base,0.03957
heliosdrift,commerce-platform,1158,review,2260,1448,base,0.0285
heliosdrift,commerce-platform,1158,apply_fixes,2674,1816,base,0.035262
heliosdrift,commerce-platform,1158,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1224,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,1224,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1224,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,1224,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1224,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1224,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1165,plan,2230,1068,base,0.02271
heliosdrift,commerce-platform,1165,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,1165,synthesize_diff,3318,2052,base,0.040734
heliosdrift,commerce-platform,1165,review,2412,1534,base,0.030246
heliosdrift,commerce-platform,1165,apply_fixes,2862,1840,base,0.036186
heliosdrift,commerce-platform,1165,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1221,plan,1931,854,base,0.018603
heliosdrift,commerce-platform,1221,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1221,synthesize_diff,3072,2008,base,0.039336
heliosdrift,commerce-platform,1221,review,2248,1426,base,0.028134
heliosdrift,commerce-platform,1221,apply_fixes,2659,1806,base,0.035067
heliosdrift,commerce-platform,1221,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1226,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1226,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1226,synthesize_diff,3066,2004,base,0.039258
heliosdrift,commerce-platform,1226,review,2244,1420,base,0.028032
heliosdrift,commerce-platform,1226,apply_fixes,2654,1802,base,0.034992
heliosdrift,commerce-platform,1226,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1234,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1234,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1234,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1234,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1234,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1234,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1230,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1230,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1230,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1230,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1230,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1230,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1242,plan,2098,1000,base,0.021294
heliosdrift,commerce-platform,1242,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1242,synthesize_diff,3240,2040,base,0.04032
heliosdrift,commerce-platform,1242,review,2360,1500,base,0.02958
heliosdrift,commerce-platform,1242,apply_fixes,2798,1832,base,0.035874
heliosdrift,commerce-platform,1242,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1259,plan,2230,1068,base,0.02271
heliosdrift,commerce-platform,1259,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,1259,synthesize_diff,3318,2052,base,0.040734
heliosdrift,commerce-platform,1259,review,2412,1534,base,0.030246
heliosdrift,commerce-platform,1259,apply_fixes,2862,1840,base,0.036186
heliosdrift,commerce-platform,1259,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1241,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1241,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1241,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1241,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1241,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1241,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1258,plan,1965,930,base,0.019845
heliosdrift,commerce-platform,1258,select_tools,820,240,base,0.00606
heliosdrift,commerce-platform,1258,synthesize_diff,3162,2028,base,0.039906
heliosdrift,commerce-platform,1258,review,2308,1464,base,0.028884
heliosdrift,commerce-platform,1258,apply_fixes,2733,1822,base,0.035529
heliosdrift,commerce-platform,1258,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1262,plan,1933,882,base,0.019029
heliosdrift,commerce-platform,1262,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1262,synthesize_diff,3084,2016,base,0.039492
heliosdrift,commerce-platform,1262,review,2256,1440,base,0.028368
heliosdrift,commerce-platform,1262,apply_fixes,2669,1812,base,0.035187
heliosdrift,commerce-platform,1262,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1239,plan,2229,1054,base,0.022497
heliosdrift,commerce-platform,1239,select_tools,840,240,base,0.00612
heliosdrift,commerce-platform,1239,synthesize_diff,3312,2048,base,0.040656
heliosdrift,commerce-platform,1239,review,2408,1526,base,0.030114
heliosdrift,commerce-platform,1239,apply_fixes,2857,1838,base,0.036141
heliosdrift,commerce-platform,1239,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1287,plan,2098,1000,base,0.021294
heliosdrift,commerce-platform,1287,select_tools,830,240,base,0.00609
heliosdrift,commerce-platform,1287,synthesize_diff,3240,2040,base,0.04032
heliosdrift,commerce-platform,1287,review,2360,1500,base,0.02958
heliosdrift,commerce-platform,1287,apply_fixes,2798,1832,base,0.035874
heliosdrift,commerce-platform,1287,summarize,1200,1000,base,0.0186
heliosdrift,commerce-platform,1243,plan,1930,840,base,0.01839
heliosdrift,commerce-platform,1243,select_tools,810,240,base,0.00603
heliosdrift,commerce-platform,1243,synthesize_diff,3066,2004,base,0.039258
